Advisor,Location,Region,Sales Jan 22,Trades Jan 22,Sales Feb 22,Trades Feb 22,Sales Mar 22,Trades Mar 22,Sales Apr 22,Trades Apr 22,Sales May 22,Trades May 22,Sales Jun 22,Trades Jun 22,Sales Jul 22,Trades Jul 22,Sales Aug 22,Trades Aug 22,Sales Sep 22,Trades Sep 22,Sales Oct 22,Trades Oct 22,Sales Nov 22,Trades Nov 22,Sales Dec 22,Trades Dec 22,Sales Jan 23,Trades Jan 23,Sales Feb 23,Trades Feb 23,Sales Mar 23,Trades Mar 23,Sales Apr 23,Trades Apr 23,Sales May 23,Trades May 23,Sales Jun 23,Trades Jun 23,Sales Jul 23,Trades Jul 23,Sales Aug 23,Trades Aug 23,Sales Sep 23,Trades Sep 23,Sales Oct 23,Trades Oct 23,Sales Nov 23,Trades Nov 23,Sales Dec 23,Trades Dec 23,Sales Jan 24,Trades Jan 24,Sales Feb 24,Trades Feb 24,Sales Mar 24,Trades Mar 24,Sales Apr 24,Trades Apr 24,Sales May 24,Trades May 24,Sales Jun 24,Trades Jun 24,Sales Jul 24,Trades Jul 24,Sales Aug 24,Trades Aug 24,Sales Sep 24,Trades Sep 24
Eve,Rome,Europe,610446.13,22,191786.23,36,496511.98,15,37455.22,52,335385.48,74,407114.22,8,670474.99,70,151602.55,71,845328.67,41,316403.02,79,281526.58,98,121053.24,77,337732.29,95,235086.14,71,363503.52,73,451418.2,19,977587.95,57,785421.13,50,657125.82,69,542967.89,84,817469.51,69,342503.8,48,963791.95,67,162686.25,85,644810.08,18,986629.99,62,406466.66,68,354277.79,45,645422.08,59,814628.45,45,802071.34,87,578636.65,92,470375.65,7
Grace,Madrid,Europe,311249.28,8,881694.12,96,512164.83,6,492390.9,92,956924.07,93,72873.98,5,440216.51,48,705948.41,99,576835.98,52,475241.04,93,298268.35,94,440220.13,21,479110.87,88,782026.9,29,298894.35,1,518185.61,73,455085.83,97,337906.14,51,541794.32,22,640097.27,35,272594.22,38,453246.81,32,842139.65,67,447968.27,25,452715.04,93,752207.27,35,1033.35,68,152469.06,87,694661.68,91,268875.97,6,216534.17,24,99338.23,84,716031.54,52
Frank,Berlin,Europe,820948.69,53,363024.98,29,870282.62,47,238233.65,75,862755.13,16,864539.67,53,554060.87,34,145918.57,31,732925.4,51,999868.23,31,83215.45,77,483592.25,49,661134.29,2,371239.54,67,926384.48,7,244315.94,80,458110.87,71,721812.38,23,701481.72,69,759624.64,63,403412.17,71,534672.64,81,346940.47,70,66480.08,68,460474.21,97,503861.53,22,664761.75,37,57257.57,52,459749.52,24,456869.79,68,166942.28,46,764619.29,14,771726.6,7
Adam,London,Europe,416641.51,91,375946.55,94,999437.95,58,862223.68,67,743882.78,53,58092.7,76,370271.53,85,671976.77,86,63679.02,18,345444.71,55,49966.41,47,24084.35,29,155986.48,24,459756.57,59,204517.45,54,133657.91,6,54661.31,57,714952.9,9,444235.56,6,100984.53,6,984905.7,41,98191.01,16,486758.32,52,525255.3,7,491289.94,72,417564.76,15,231915.5,56,133325.55,45,593918.31,6,76336.79,13,246869.21,61,615654.01,88,64603.98,52
Adam,Berlin,Europe,203818.25,17,626917.84,99,394527.7,81,124351.67,98,666544.18,20,222930.26,70,271782.01,55,158317.37,58,474693.18,58,872509.6,61,598007.33,15,362757.43,73,349880.64,11,418165.71,68,533228.62,82,580018.96,84,888666.96,38,284013.18,99,248734.08,76,552109.06,45,790775.19,23,487857.03,0,349141.64,31,507851.34,57,740350.89,59,696186.26,75,981888.42,72,46023.37,33,421757.0,69,224997.36,93,386373.86,77,887910.25,54,658736.25,88
Charlie,Singapore,Asia,269000.54,88,460282.96,80,312434.61,37,183412.5,51,858487.7,1,355649.79,73,403796.15,69,908646.76,31,389589.01,2,945246.76,58,974987.2,45,316835.62,84,27941.05,63,251182.7,31,563291.28,68,137490.49,7,365278.44,53,186831.23,77,709544.33,74,550429.55,22,872715.15,38,449237.2,2,864049.27,92,156999.72,58,309843.58,70,8083.05,16,706553.87,78,652246.54,48,257624.81,64,371290.0,16,877642.95,36,74251.39,63,51608.36,48
David,London,Europe,387461.73,75,238704.83,69,79070.65,7,807967.18,60,628774.52,87,898488.03,58,423908.11,64,135964.46,14,925547.25,93,931675.0,90,855900.33,96,757243.1,42,754671.74,29,411555.24,7,114859.85,57,970735.25,91,902348.6,87,910287.29,39,537716.07,80,15117.32,44,709454.89,19,323582.82,17,223626.81,70,869142.59,4,827953.03,7,283931.81,60,104163.89,43,655903.22,76,757893.56,4,505228.62,2,724906.96,76,270796.95,49,239910.15,16
Eve,Berlin,Europe,222514.59,93,733929.69,65,65500.06,94,498045.52,48,387314.51,16,240003.95,57,66990.19,6,362234.28,53,806669.63,4,633047.3,54,771686.55,15,614361.71,0,745373.15,87,547860.59,91,454401.1,98,392389.59,39,427059.07,44,834854.35,39,32997.94,42,345011.72,78,504241.65,45,351504.89,38,721194.45,50,541671.63,45,456318.43,81,596455.37,67,27253.69,57,488060.79,65,178637.44,57,951249.33,40,61313.18,95,996946.27,35,330902.2,27
Grace,Buenos Aires,America,867719.42,9,19494.31,10,223027.4,16,381257.1,69,938235.55,61,438214.63,7,176670.38,15,901282.53,62,930924.95,83,775089.84,8,776028.97,66,245453.87,19,906297.62,47,319748.93,9,192106.43,36,191566.15,70,586136.4,79,935929.5,54,250703.55,48,496303.82,72,215436.29,51,766864.24,21,814439.52,24,449719.02,59,860688.85,89,916016.29,6,843481.09,56,149223.13,73,524860.94,11,77413.03,92,676583.04,88,854361.67,92,243063.24,71
Frank,New York,America,689854.0,92,900000.88,90,854727.84,1,298358.98,75,963222.66,16,48456.66,85,702982.37,18,368747.54,94,737932.39,78,923243.66,7,286172.79,69,910010.31,95,526081.01,8,949023.04,62,831880.26,67,248104.66,4,108549.28,88,466150.07,1,779728.98,40,129611.56,13,194096.95,3,513548.43,31,435438.99,74,516991.45,28,297127.12,53,751553.34,8,732783.02,64,536199.78,43,622055.64,24,374707.29,22,32461.79,95,314472.42,74,255050.25,81
Grace,London,Europe,268919.14,74,796781.15,90,688350.4,74,708021.03,79,717356.84,17,58720.46,11,344382.18,7,284215.95,75,659716.6,22,748527.95,13,795292.19,30,648317.74,16,255719.3,32,77913.78,80,219257.55,82,16145.6,6,485560.73,95,735913.7,56,523947.33,23,481892.73,29,965310.29,15,288902.81,76,315248.23,19,973913.87,10,756457.25,64,92270.21,8,476688.69,99,209278.29,66,719721.86,33,511320.58,16,943920.31,72,82971.85,68,594611.31,8
Adam,Toronto,America,143864.51,70,420855.19,92,292645.27,62,563159.09,87,126008.69,16,549242.44,61,384303.8,50,67303.92,42,996549.36,6,651773.26,79,149946.26,42,839110.92,30,347616.49,53,100212.98,30,74017.7,65,943348.29,78,956909.33,63,892568.8,34,584354.29,61,944561.54,57,250069.84,71,85604.03,68,290363.42,17,756045.53,41,834438.76,29,486594.06,53,81150.89,96,720286.17,74,460776.28,49,336228.74,55,394598.86,81,829108.92,94,372817.9,42
Bob,Buenos Aires,America,917821.81,32,864816.52,16,578840.47,31,955741.05,14,641025.52,86,792054.15,23,596702.05,37,611201.76,85,372171.56,31,77607.61,12,541238.26,85,280724.34,26,634179.39,19,534007.89,21,49389.66,93,534150.67,94,957649.39,6,491767.63,92,882198.01,98,617404.85,88,403040.7,50,673299.95,89,682201.94,47,539469.66,41,602950.61,74,861261.21,14,132286.89,78,556803.61,33,429784.38,66,45221.12,63,72581.58,55,480666.45,4,582642.8,4
Eve,Singapore,Asia,458526.37,18,751966.17,22,628688.78,59,279430.3,14,347901.2,71,289777.0,83,775839.92,68,73941.28,34,434077.56,16,226917.52,11,874396.4,49,500699.48,8,23672.85,24,928467.18,63,419930.26,87,143952.33,39,881895.56,14,228103.25,33,747492.26,90,818628.04,29,658182.41,71,24096.71,23,340337.73,32,902967.82,63,26465.97,16,909867.21,53,159699.95,22,984737.38,68,150769.08,25,736805.67,9,990025.23,44,164079.43,91,746190.48,59
Grace,Madrid,Europe,772444.45,40,319636.93,27,857935.02,40,68247.86,7,329719.47,46,289586.98,18,431538.3,77,736062.35,11,85059.89,34,538930.28,46,357820.06,65,77571.44,98,386614.91,74,856083.71,1,46368.88,27,530762.18,35,749872.74,93,49376.19,73,134378.06,73,979321.14,50,970938.01,81,263725.93,21,58504.76,5,386524.77,63,344820.54,28,405629.85,54,471499.75,95,387263.02,94,253532.7,15,844593.12,63,796412.11,42,865172.83,82,942509.02,36
David,Madrid,Europe,702719.67,87,952216.04,42,821804.25,50,445650.9,53,712046.48,65,552476.56,87,654991.17,9,343734.29,17,483492.01,35,102843.2,50,797250.7,47,812186.64,14,532643.57,0,773276.28,46,909019.8,97,595780.99,71,1149.0,54,626394.71,79,416773.98,2,524478.83,7,620542.66,2,648329.48,97,814622.3,86,427130.64,58,464298.82,49,952090.71,43,260073.57,14,754937.7,28,435276.97,5,368413.6,67,743960.7,80,848249.63,16,158773.06,82
Bob,Johannesburg,Africa,405980.59,5,895992.75,25,597572.68,69,437745.32,6,619408.93,17,463516.04,19,367443.51,91,119075.08,29,458478.47,76,999781.35,62,212114.64,47,546354.43,36,119536.28,41,862165.28,29,652596.41,0,243952.53,7,707796.13,50,780774.95,14,280538.57,70,757991.78,79,66083.63,13,938171.92,33,256107.26,33,826002.09,20,803421.32,37,318153.17,69,45639.81,31,942161.16,92,471910.17,83,334616.35,3,265609.1,50,876780.66,10,351828.39,86
Grace,Shanghai,Asia,994667.07,57,752547.17,22,33894.33,70,848335.74,85,523268.42,77,541382.56,57,610068.17,72,919674.66,48,250079.96,13,326203.96,94,72204.3,70,30120.05,5,73521.65,7,31873.77,53,2753.87,75,776401.69,93,972405.77,71,115543.6,83,913013.85,93,988918.13,49,782074.62,6,618324.65,57,595919.19,93,327829.72,97,301835.43,1,6887.55,45,464248.05,94,64781.34,62,112331.42,87,531075.16,78,646133.61,88,291220.16,25,791435.4,27
Eve,Paris,Europe,134708.4,61,785243.49,38,502342.13,0,187912.92,69,505511.32,67,845826.08,82,402317.66,25,106934.14,22,540189.32,18,84364.25,45,869130.32,96,112017.37,59,23399.69,53,192853.76,47,868387.75,75,60357.14,18,43765.22,84,454032.52,79,175093.0,8,871614.67,66,375161.68,87,847550.3,95,88889.33,12,694850.72,99,899096.19,46,927909.17,45,226002.8,9,428068.42,46,404717.85,43,809720.71,92,497261.43,12,57740.77,91,717815.49,9
Frank,Berlin,Europe,707719.8,23,57476.98,19,610947.73,68,778594.7,63,60944.27,25,705948.56,31,590452.58,53,336357.11,53,674093.52,18,41238.42,67,429381.13,25,381891.43,53,538631.93,36,537855.83,69,413861.14,69,932316.3,7,128432.59,55,934975.26,91,473240.38,59,304304.72,3,63373.75,12,466164.9,96,538852.39,87,801811.52,25,917433.5,36,608196.45,84,466545.84,56,433240.24,85,643550.07,23,409759.51,21,316430.8,0,421342.78,37,962100.11,93
Charlie,Lagos,Africa,706742.12,83,257166.84,71,975214.01,3,122363.62,44,435580.16,21,954087.47,73,656271.51,73,326120.48,12,681565.97,2,433466.28,2,890449.61,53,871005.7,23,886960.48,95,481696.41,75,944131.36,21,524402.53,25,586075.8,54,651103.66,23,29338.05,54,146891.08,48,427135.76,34,997192.35,44,559850.02,91,473304.42,80,295844.89,97,965520.69,35,49779.72,59,381437.96,53,930500.09,21,35710.46,39,567431.69,37,913192.29,27,737063.43,19
Charlie,Madrid,Europe,401481.49,13,494920.43,28,787217.51,72,62622.51,33,513382.51,80,64766.21,44,146758.12,47,253807.13,18,6011.37,35,361142.71,7,182180.95,58,174992.17,33,865581.34,54,500130.86,59,690693.66,1,655432.75,80,488248.38,46,712838.92,2,371068.31,4,801624.62,94,162615.2,47,118164.1,97,724468.4,47,195215.57,22,667120.85,0,862485.02,74,547969.75,8,404499.67,4,837981.86,68,254327.8,11,836239.37,99,49283.24,49,826917.79,6
Eve,Buenos Aires,America,553449.84,83,724813.87,89,816964.17,47,609991.3,28,828010.97,55,252051.32,36,486414.44,86,890646.34,89,425786.37,87,257525.86,89,781594.54,45,740445.17,1,963113.88,27,29543.32,66,745349.02,91,225680.35,4,756265.37,96,817221.31,32,796051.42,3,193130.0,46,569778.89,54,822031.27,80,203785.92,11,392950.57,45,911131.78,5,614445.47,43,639400.84,68,946342.55,54,525700.39,98,990821.86,80,555684.15,87,202304.16,68,266770.57,4
Eve,Buenos Aires,America,149550.07,45,808916.19,78,215029.19,30,469551.86,75,892636.68,8,538493.34,74,552167.72,91,146518.47,83,805308.41,86,426574.95,30,844553.11,18,35925.2,67,519061.55,65,666154.82,42,469318.82,56,689942.44,93,218912.06,43,397311.08,32,563353.48,67,331163.15,54,689040.06,18,136435.23,47,142895.29,41,262031.3,87,495955.73,6,981443.53,97,281915.0,33,416450.14,63,572584.6,58,892354.75,29,155335.02,9,657902.79,25,829130.07,95
Frank,Tokyo,Asia,294132.11,32,281729.34,9,740296.19,42,234917.46,17,681542.2,72,108715.81,17,753739.06,19,55193.89,64,751650.39,0,260770.25,5,388641.94,54,651889.98,34,857859.29,48,386780.44,49,983459.59,76,131214.15,54,656370.15,29,559103.96,32,251406.18,19,306009.57,48,32363.82,14,901037.12,68,930838.68,94,406070.29,27,253119.94,62,882787.56,3,802685.8,40,438043.82,60,697944.03,69,873624.5,97,940399.48,26,543461.39,68,154568.72,72
Frank,Toronto,America,819770.51,69,228908.95,40,478317.37,84,579445.26,99,694735.24,57,34055.44,75,496892.13,27,92963.83,59,781161.67,82,727606.17,65,228613.25,63,875255.49,6,217516.49,82,418072.2,28,825322.2,19,208760.05,5,175419.19,57,759976.93,89,324978.9,98,245170.87,29,134142.62,29,904106.94,27,475089.25,3,179225.82,3,606632.6,41,923747.32,41,638033.76,16,282989.17,35,798252.5,22,51793.43,29,474552.08,26,687317.09,59,819812.9,4
Grace,Singapore,Asia,662056.96,35,770839.5,50,135627.8,59,460669.02,37,584619.67,60,48179.2,27,390711.87,54,827151.9,72,23042.58,31,56022.79,28,615240.35,69,680229.81,11,221255.52,80,527916.84,30,51490.55,26,116129.06,23,530406.01,63,328271.88,26,697741.56,79,743515.61,27,141764.91,11,221026.83,2,464739.02,80,956418.46,14,247631.89,72,228281.6,99,520817.92,83,661045.39,82,931198.38,24,134596.52,67,744977.17,86,147640.36,48,571424.16,1
Frank,Buenos Aires,America,482406.2,40,695004.31,64,198434.37,7,706666.1,73,96717.55,21,971422.23,96,521054.0,25,365725.69,18,404456.35,65,878132.87,96,474309.57,62,962945.29,19,990230.61,70,603766.21,49,796225.4,94,396007.99,65,593830.34,85,141911.53,14,801289.07,49,506676.79,26,752036.12,55,637638.23,29,824551.61,21,475390.95,55,820401.53,51,642971.53,52,574626.03,88,508639.43,37,545245.1,13,573561.86,20,342364.63,33,717726.5,98,480759.42,63
Eve,London,Europe,776643.31,91,903889.16,22,995085.26,21,383078.77,69,442049.56,82,159347.32,80,857698.87,21,563547.27,76,992510.03,12,13987.52,0,945576.4,34,28244.1,46,884264.38,4,980085.85,23,855547.59,38,911094.65,11,805840.41,78,636301.98,17,312256.72,43,233125.54,11,255708.88,14,19017.42,94,545681.1,52,201110.07,59,650415.88,91,627616.58,62,579225.3,28,926635.27,14,852901.16,34,456673.26,80,978301.81,9,42726.04,8,408173.81,4
Grace,Berlin,Europe,458846.99,1,43770.75,90,842748.96,1,884942.46,93,849547.46,98,807923.77,40,650735.97,99,610903.66,10,555014.14,21,260980.68,62,287696.5,5,976403.92,0,516397.59,97,63105.27,37,506028.37,31,859112.98,62,102280.38,84,19499.3,82,458272.49,17,220575.2,57,527711.61,58,297050.37,68,145161.25,45,469203.75,50,849501.36,65,845714.32,74,766537.13,76,761017.29,46,471308.16,30,195682.84,85,850805.71,18,342134.36,1,743576.04,93
Bob,Los Angeles,America,71006.14,97,816726.48,60,889654.75,2,286985.77,54,375274.89,60,625468.87,73,97595.86,36,187632.41,82,999986.94,43,899167.04,49,642265.47,5,653056.69,24,127879.52,90,130279.24,12,190037.99,28,978645.67,7,313478.16,88,329776.05,59,351560.84,9,937694.85,96,54059.15,15,826247.25,20,956104.46,42,996298.24,79,664617.85,99,199459.87,82,555916.15,10,985192.38,25,337366.25,34,805594.3,37,299005.11,84,166470.93,68,410281.78,24
Grace,London,Europe,660214.73,70,568960.91,58,125578.11,9,61771.26,74,453956.91,22,192490.55,98,1613.47,37,47555.76,59,499068.41,76,753298.82,61,318005.78,68,124693.64,57,99174.24,14,589601.05,55,568113.48,8,780694.33,5,452662.89,13,696462.74,13,217870.63,95,454981.32,70,665433.89,15,468743.41,88,151151.39,74,731790.84,96,951921.76,82,807659.99,26,938774.83,78,470985.84,16,285640.79,4,801668.43,56,754019.88,38,560338.98,88,461486.45,95
Grace,Paris,Europe,304031.7,42,769386.72,95,969499.48,44,585719.02,67,28793.99,87,313452.88,54,203834.92,96,280249.1,37,903870.43,40,582531.15,5,730033.63,55,763038.5,42,253133.13,69,695595.57,26,696454.55,59,645798.36,27,237025.73,25,424337.13,96,155770.77,36,425732.38,7,917338.24,74,706007.15,77,857518.08,37,966292.58,78,829424.89,63,192806.37,71,128007.33,98,704625.12,40,495553.19,96,411698.53,9,97338.9,60,908721.18,89,619402.79,60
Grace,Singapore,Asia,629787.75,0,407591.79,0,192276.03,32,681376.12,23,942219.42,62,262126.05,32,648479.43,36,367946.17,4,590904.41,48,257464.85,10,927588.33,67,502127.63,20,130156.78,33,566312.42,76,73737.24,61,274983.6,61,932892.4,87,670321.98,18,483663.54,73,70406.46,78,205337.46,10,936945.48,11,732087.04,78,594301.66,81,477845.72,46,719247.29,69,394403.73,8,606537.53,46,672881.77,9,132811.66,3,331280.89,8,523744.01,59,399858.33,84
David,Madrid,Europe,760799.94,16,96114.78,68,317954.71,5,99449.5,5,170521.33,88,402067.91,96,277493.16,86,385984.85,99,730818.6,9,815581.41,60,600473.26,57,763977.32,19,368483.01,29,268173.25,24,995834.95,29,280890.69,40,706311.49,13,244317.28,5,618446.51,69,616270.93,1,772465.87,8,839729.86,58,350295.6,17,530395.16,63,696032.95,25,133070.53,82,537773.26,56,64070.61,82,501229.83,10,627800.17,2,984538.78,69,573522.63,66,978787.28,23
Bob,Paris,Europe,796845.76,57,755710.35,44,749137.02,58,859036.75,67,257144.08,40,845780.53,22,83227.54,19,922937.28,6,606271.59,36,900040.27,18,814.82,94,716205.33,95,18301.44,78,651978.97,27,245494.8,61,428317.49,56,874461.5,89,320008.31,23,456793.2,23,317397.36,18,973616.12,68,768206.22,60,52126.4,62,104555.34,98,7057.27,72,127380.94,14,271168.0,70,137876.16,33,99706.93,92,129559.5,43,624883.41,96,725508.49,2,281660.19,15
Grace,Shanghai,Asia,893390.14,57,535713.87,12,874581.06,70,589581.56,79,126131.36,8,720000.4,4,899439.54,73,154378.48,68,381164.68,95,51234.84,22,371161.13,59,375892.01,43,564052.29,58,538492.51,24,422100.08,4,604243.8,50,342744.09,13,679126.64,4,515050.85,30,655323.5,56,703739.02,1,749129.54,38,189476.25,19,626269.38,63,848977.36,49,468794.08,9,230351.02,94,160310.81,72,343861.51,19,336408.25,83,996192.72,21,115670.86,72,285605.79,68
Frank,Berlin,Europe,695282.09,25,586526.17,81,138938.4,95,242789.39,71,530511.95,67,801120.97,85,712134.7,47,311359.98,52,646015.19,97,451003.39,17,763532.88,24,146958.74,42,835394.92,70,673746.39,77,189891.86,96,277776.23,7,847926.93,40,183751.13,46,474897.01,54,882586.42,97,988457.27,65,241976.46,62,731856.58,5,661618.63,0,691820.81,57,724124.14,91,139056.74,87,306538.23,69,563211.73,38,326100.34,43,375469.91,13,155145.13,82,589827.87,88
Charlie,Tokyo,Asia,635472.25,36,462909.05,67,192205.31,19,39975.92,19,222414.31,28,919273.81,64,574539.16,93,857254.77,61,747749.38,98,18556.06,38,876815.11,53,626923.25,58,858785.05,71,631991.94,75,869150.62,29,851839.98,71,609061.2,3,894527.92,37,475843.84,97,391131.61,67,559823.9,86,460459.74,65,471330.3,91,125253.2,53,624606.47,90,898251.99,53,475150.91,90,249826.38,9,509974.43,88,186786.42,5,453503.43,61,296526.92,98,773753.57,89
Grace,Paris,Europe,18328.6,96,629878.69,72,180111.27,1,356950.02,95,557593.36,96,132878.54,78,657452.26,91,168663.82,26,353158.2,74,213558.53,6,868301.75,15,413223.79,23,967294.4,78,583123.21,94,313140.5,35,180735.83,95,99461.07,93,902629.68,95,23404.65,74,746224.45,83,746758.89,83,34255.55,0,668761.08,58,627100.58,21,961388.85,38,860216.23,61,90593.04,79,551239.37,98,946539.71,8,120105.57,93,182222.07,73,360067.82,61,33899.55,75
Adam,Singapore,Asia,773402.85,36,826410.51,47,775281.89,38,28091.27,6,287187.72,50,730357.03,3,265173.88,55,955274.48,93,665313.26,41,75888.74,81,356162.93,49,202891.49,46,58121.68,86,65929.29,78,393611.32,85,904043.35,34,278933.51,27,434719.52,48,281669.36,59,981833.12,12,243965.52,56,303667.69,20,1735.61,41,842735.8,41,48576.77,58,91721.73,99,731383.41,12,936707.06,35,161868.1,66,306718.79,72,806085.94,4,759180.9,90,994953.89,37
Adam,Cairo,Africa,490569.5,35,170325.76,41,687926.39,28,849141.25,0,542279.37,64,296103.16,46,96154.5,31,938329.07,80,621213.89,82,892140.59,97,593378.91,58,940286.43,65,873123.41,40,628707.76,10,516913.31,29,252200.22,93,842002.09,33,597890.94,54,307007.02,88,872149.43,37,241562.4,72,356975.85,47,640661.22,28,323957.59,45,536691.49,2,234958.52,39,856403.94,45,788707.01,53,656494.76,30,106278.85,49,436913.61,35,53315.68,25,368436.91,35
Grace,Johannesburg,Africa,997179.83,16,202345.27,56,407537.36,56,677902.47,61,572293.08,52,401370.19,55,681013.72,73,563425.5,88,198469.02,98,502609.52,17,610761.64,99,135163.46,78,717386.65,88,118666.28,18,642195.82,19,635872.6,50,684280.25,37,686385.95,71,775856.13,59,41329.94,37,890430.35,15,898968.01,58,113034.82,23,391870.26,98,566432.43,58,776151.47,24,318243.93,29,614460.51,27,934517.59,76,214855.88,49,830827.66,97,902898.1,0,932378.11,71
Bob,Johannesburg,Africa,100484.98,5,862348.62,42,629441.07,61,913792.24,79,673144.69,60,363349.65,31,668774.56,23,955478.73,27,789057.67,70,104076.61,67,688600.64,11,305610.04,29,50943.0,49,202197.32,97,629701.63,42,841323.53,2,520751.66,14,888321.47,33,784490.05,42,171012.48,73,911994.54,31,114756.09,46,389101.11,89,511860.41,50,412962.34,23,640593.65,92,482216.04,41,405442.02,10,909065.35,1,737548.05,98,117027.88,52,709892.27,85,348641.96,89
Grace,London,Europe,43520.11,57,978112.86,62,918903.22,97,514095.93,33,142507.65,62,598118.9,42,523977.16,57,170246.27,63,261445.92,56,890494.01,44,277363.85,70,659372.36,22,821804.86,5,268448.05,7,872590.85,60,119673.85,27,316883.15,47,341097.2,98,364872.85,69,431592.57,56,503282.72,22,730350.54,33,465807.23,78,416581.98,57,632544.43,76,473130.68,71,430618.34,31,354911.91,1,313909.84,26,748174.03,3,716146.88,40,97605.35,9,668220.27,26
Grace,Toronto,America,487234.19,96,233288.13,67,380366.05,57,472931.7,56,181333.75,6,219425.9,96,44461.19,59,802183.94,52,440781.4,90,262639.41,1,573567.36,26,162299.33,68,833353.25,7,245902.13,45,604876.25,56,623147.06,41,577969.17,56,117750.65,74,457403.01,52,362678.51,84,805911.15,19,132951.35,73,736761.57,56,423756.4,58,20712.7,58,460960.91,48,56472.46,2,450983.93,54,689563.54,72,339766.63,20,301882.31,76,191651.05,7,177882.28,68
Adam,London,Europe,791894.87,68,68106.98,5,56677.5,60,169216.54,84,700421.0,34,541275.62,31,701088.23,63,566253.88,26,831285.52,0,271751.3,55,288000.52,10,544530.49,46,962084.28,35,721596.61,70,364415.03,95,548452.09,75,188148.07,13,992594.41,36,808573.44,42,351092.27,51,802463.05,80,560692.62,57,575646.53,56,279488.82,90,609501.1,64,111864.34,15,214386.6,63,719450.98,85,719908.92,81,314802.27,65,598689.75,56,232379.58,17,353802.42,60
Grace,Madrid,Europe,958139.01,12,37086.29,38,937532.36,54,810971.93,10,670101.51,26,211717.6,57,601881.89,30,140171.2,29,344567.36,77,31378.54,16,33482.96,53,420305.1,4,166667.42,0,160679.63,93,42659.29,45,9282.13,92,240418.68,93,745903.9,9,495337.62,52,54196.16,79,387978.47,40,322312.93,14,669181.74,5,801880.43,68,876152.57,93,670287.15,74,989040.53,15,73648.22,91,634543.12,86,347418.31,26,360080.12,83,979685.75,39,318131.77,33
